ProjectID,Project-Number,Name,Address,Geometry,LocationJSON
119776,22-022,(922-107) Wellington WWTF,"6190 NE Frontage Rd, Wellington, CO 80549, USA","{""location"":{""lat"":40.6751664,""lng"":-105.0002094},""viewport"":{""east"":-104.9989925697085,""north"":40.67651723029149,""south"":40.6738192697085,""west"":-105.0016905302915}}","{""Street1"":""6190 NE Frontage Rd"",""Street2"":null,""City"":""Wellington"",""State"":""CO"",""Zip"":""80549"",""Country"":""USA"",""GooglePlaceID"":""ChIJzyG6GFbLbocRekfe3K9ii-s"",""CityStateString"":""Wellington, CO"",""Address_HTML"":""<span class=\""street-address\"">6190 NE Frontage Rd</span>, <span class=\""locality\"">Wellington</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80549</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""6190 NE Frontage Rd, Wellington, CO 80549, USA"",""Address_Vicinity"":""Wellington"",""DistanceToHME"":""{\""DistanceMeters\"":959894,\""DistanceMiles\"":596.4519616737297,\""DistanceText\"":\""596 mi\"",\""DurationDays\"":1.0594791666666667,\""DurationMinutes\"":508.55,\""DurationSeconds\"":30513,\""DurationText\"":\""8 hours 29 mins\"",\""TransitDurationText\"":\""1 day, 29 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.6751664,\""lng\"":-105.0002094},\""viewport\"":{\""east\"":-104.9989925697085,\""north\"":40.67651723029149,\""south\"":40.6738192697085,\""west\"":-105.0016905302915}}""}"
119871,22-026,WRA Birdland Pump Station Improvements,"1800 Pennsylvania Ave, Des Moines, IA 50316, USA","{""location"":{""lat"":41.6102143,""lng"":-93.61075319999999},""viewport"":{""east"":-93.60934736970849,""north"":41.61158458029148,""south"":41.60888661970849,""west"":-93.6120453302915}}","{""Street1"":""1800 Pennsylvania Ave"",""Street2"":null,""City"":""Des Moines"",""State"":""IA"",""Zip"":""50316"",""Country"":""USA"",""GooglePlaceID"":""ChIJkb0jupCZ7ocR_AhNgtJTBOU"",""CityStateString"":""Des Moines, IA"",""Address_HTML"":""<span class=\""street-address\"">1800 Pennsylvania Ave</span>, <span class=\""locality\"">Des Moines</span>, <span class=\""region\"">IA</span> <span class=\""postal-code\"">50316</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1800 Pennsylvania Ave, Des Moines, IA 50316, USA"",""Address_Vicinity"":""Des Moines"",""DistanceToHME"":""{\""DistanceMeters\"":421731,\""DistanceMiles\"":262.05214560005965,\""DistanceText\"":\""262 mi\"",\""DurationDays\"":0.4932638888888889,\""DurationMinutes\"":236.76666666666668,\""DurationSeconds\"":14206,\""DurationText\"":\""3 hours 57 mins\"",\""TransitDurationText\"":\""3 hours, 56 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":41.6102143,\""lng\"":-93.61075319999999},\""viewport\"":{\""east\"":-93.60934736970849,\""north\"":41.61158458029148,\""south\"":41.60888661970849,\""west\"":-93.6120453302915}}""}"
120336,22-036,(922-157) Jefferson County Horizontal Collector Well,"100 Howard Dohack Dr, Crystal City, MO 63019, USA","{""location"":{""lat"":38.2381754,""lng"":-90.3689675},""viewport"":{""east"":-90.3678898197085,""north"":38.23927523029149,""south"":38.2365772697085,""west"":-90.3705877802915}}","{""Street1"":""100 Howard Dohack Dr"",""Street2"":null,""City"":""Crystal City"",""State"":""MO"",""Zip"":""63019"",""Country"":""USA"",""GooglePlaceID"":""ChIJgQ6m6vvr2IcRGEVMrJJBehc"",""CityStateString"":""Crystal City, MO"",""Address_HTML"":""<span class=\""street-address\"">100 Howard Dohack Dr</span>, <span class=\""locality\"">Crystal City</span>, <span class=\""region\"">MO</span> <span class=\""postal-code\"">63019</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""100 Howard Dohack Dr, Crystal City, MO 63019, USA"",""Address_Vicinity"":""Crystal City"",""DistanceToHME"":""{\""DistanceMeters\"":538916,\""DistanceMiles\"":334.8677097443673,\""DistanceText\"":\""335 mi\"",\""DurationDays\"":0.6397222222222222,\""DurationMinutes\"":307.06666666666666,\""DurationSeconds\"":18424,\""DurationText\"":\""5 hours 7 mins\"",\""TransitDurationText\"":\""5 hours, 8 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":38.2381754,\""lng\"":-90.3689675},\""viewport\"":{\""east\"":-90.3678898197085,\""north\"":38.23927523029149,\""south\"":38.2365772697085,\""west\"":-90.3705877802915}}""}"
120382,22-038,(922-149) Jonesboro West Side WWTP,"1605 Willett Rd, Jonesboro, AR 72401, USA","{""location"":{""lat"":35.8597474,""lng"":-90.7320651},""viewport"":{""east"":-90.7307391197085,""north"":35.8609725802915,""south"":35.8582746197085,""west"":-90.73343708029151}}","{""Street1"":""1605 Willett Rd"",""Street2"":null,""City"":""Jonesboro"",""State"":""AR"",""Zip"":""72401"",""Country"":""USA"",""GooglePlaceID"":""ChIJ5X4gi_Io1IcRNaDAH0wz1hA"",""CityStateString"":""Jonesboro, AR"",""Address_HTML"":""<span class=\""street-address\"">1605 Willett Rd</span>, <span class=\""locality\"">Jonesboro</span>, <span class=\""region\"">AR</span> <span class=\""postal-code\"">72401</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1605 Willett Rd, Jonesboro, AR 72401, USA"",""Address_Vicinity"":""Jonesboro"",""DistanceToHME"":""{\""DistanceMeters\"":712846,\""DistanceMiles\"":442.9430698298682,\""DistanceText\"":\""443 mi\"",\""DurationDays\"":0.8952430555555555,\""DurationMinutes\"":429.71666666666664,\""DurationSeconds\"":25783,\""DurationText\"":\""7 hours 10 mins\"",\""TransitDurationText\"":\""7 hours, 13 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.8597474,\""lng\"":-90.7320651},\""viewport\"":{\""east\"":-90.7307391197085,\""north\"":35.8609725802915,\""south\"":35.8582746197085,\""west\"":-90.73343708029151}}""}"
120501,22-040,HME Erection Garden City Airport New Terminal,"2225 S Air Service Rd suite 112, Garden City, KS 67846, USA","{""location"":{""lat"":37.9268913,""lng"":-100.7198703},""viewport"":{""east"":-100.7184008197085,""north"":37.9282402302915,""south"":37.92554226970851,""west"":-100.7210987802915}}","{""Street1"":""2225 S Air Service Rd suite 112"",""Street2"":null,""City"":""Garden City"",""State"":""KS"",""Zip"":""67846"",""Country"":""USA"",""GooglePlaceID"":""EjsyMjI1IFMgQWlyIFNlcnZpY2UgUmQgc3VpdGUgMTEyLCBHYXJkZW4gQ2l0eSwgS1MgNjc4NDYsIFVTQSIlGiMKFgoUChIJ7S3D5g3kCYcRcivDotPeNPoSCXN1aXRlIDExMg"",""CityStateString"":""Garden City, KS"",""Address_HTML"":""<span class=\""street-address\"">2225 S Air Service Rd suite 112</span>, <span class=\""locality\"">Garden City</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67846</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""2225 S Air Service Rd suite 112, Garden City, KS 67846, USA"",""Address_Vicinity"":""Garden City"",""DistanceToHME"":""{\""DistanceMeters\"":505154,\""DistanceMiles\"":313.8889234095965,\""DistanceText\"":\""314 mi\"",\""DurationDays\"":0.6110416666666667,\""DurationMinutes\"":293.3,\""DurationSeconds\"":17598,\""DurationText\"":\""4 hours 53 mins\"",\""TransitDurationText\"":\""4 hours, 53 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.9268913,\""lng\"":-100.7198703},\""viewport\"":{\""east\"":-100.7184008197085,\""north\"":37.9282402302915,\""south\"":37.92554226970851,\""west\"":-100.7210987802915}}""}"
120524,22-042,5.01 City of Wichita Northwest Water Facility,"5211 W 21st St, Wichita, KS 67205, USA","{""location"":{""lat"":37.7231319,""lng"":-97.4126247},""viewport"":{""east"":-97.4112756197085,""north"":37.7245544802915,""south"":37.7218565197085,""west"":-97.41397358029151}}","{""Street1"":""5211 W 21st St"",""Street2"":null,""City"":""Wichita"",""State"":""KS"",""Zip"":""67205"",""Country"":""USA"",""GooglePlaceID"":""ChIJW93v0ZfhuocRAjc7InxJ5K4"",""CityStateString"":""Wichita, KS"",""Address_HTML"":""<span class=\""street-address\"">5211 W 21st St</span>, <span class=\""locality\"">Wichita</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">67205</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5211 W 21st St, Wichita, KS 67205, USA"",""Address_Vicinity"":""Wichita"",""DistanceToHME"":""{\""DistanceMeters\"":246567,\""DistanceMiles\"":153.2100115575329,\""DistanceText\"":\""153 mi\"",\""DurationDays\"":0.28805555555555556,\""DurationMinutes\"":138.26666666666668,\""DurationSeconds\"":8296,\""DurationText\"":\""2 hours 18 mins\"",\""TransitDurationText\"":\""2 hours, 20 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":37.7231319,\""lng\"":-97.4126247},\""viewport\"":{\""east\"":-97.4112756197085,\""north\"":37.7245544802915,\""south\"":37.7218565197085,\""west\"":-97.41397358029151}}""}"
120544,22-043,Water Resource Facility Improvements Phase 1,"Fairbury, NE 68352, USA","{""location"":{""lat"":40.1466169,""lng"":-97.1798456},""viewport"":{""east"":-97.16183686239386,""north"":40.16718300202076,""south"":40.12589295086152,""west"":-97.19404200155077}}","{""Street1"":null,""Street2"":null,""City"":""Fairbury"",""State"":""NE"",""Zip"":""68352"",""Country"":""USA"",""GooglePlaceID"":""ChIJnWvwWZq2l4cR3OVwIO61ZQs"",""CityStateString"":""Fairbury, NE"",""Address_HTML"":""<span class=\""locality\"">Fairbury</span>, <span class=\""region\"">NE</span> <span class=\""postal-code\"">68352</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Fairbury, NE 68352, USA"",""Address_Vicinity"":""Fairbury"",""DistanceToHME"":""{\""DistanceMeters\"":236866,\""DistanceMiles\"":147.18207463929312,\""DistanceText\"":\""147 mi\"",\""DurationDays\"":0.30625,\""DurationMinutes\"":147,\""DurationSeconds\"":8820,\""DurationText\"":\""2 hours 27 mins\"",\""TransitDurationText\"":\""2 hours, 29 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.1466169,\""lng\"":-97.1798456},\""viewport\"":{\""east\"":-97.16183686239386,\""north\"":40.16718300202076,\""south\"":40.12589295086152,\""west\"":-97.19404200155077}}""}"
120656,22-045,B-21 Formal Training Unit - AMU,"Ellsworth AFB, SD, USA","{""location"":{""lat"":44.1463938,""lng"":-103.0748767},""viewport"":{""east"":-103.0598870688351,""north"":44.15828397202055,""south"":44.12544001006568,""west"":-103.0944189548774}}","{""Street1"":null,""Street2"":null,""City"":""Ellsworth AFB"",""State"":""SD"",""Zip"":null,""Country"":""USA"",""GooglePlaceID"":""ChIJly7DSS9kfYcR1tqsdzQg-AQ"",""CityStateString"":""Ellsworth AFB, SD"",""Address_HTML"":""<span class=\""locality\"">Ellsworth AFB</span>, <span class=\""region\"">SD</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""Ellsworth AFB, SD, USA"",""Address_Vicinity"":""Ellsworth Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":1081610,\""DistanceMiles\"":672.0829656877975,\""DistanceText\"":\""672 mi\"",\""DurationDays\"":1.2306944444444445,\""DurationMinutes\"":590.7333333333333,\""DurationSeconds\"":35444,\""DurationText\"":\""9 hours 51 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 51 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":44.1463938,\""lng\"":-103.0748767},\""viewport\"":{\""east\"":-103.0598870688351,\""north\"":44.15828397202055,\""south\"":44.12544001006568,\""west\"":-103.0944189548774}}""}"
120661,22-046,Snowmass Base Village Building 12,"180 Wood Rd lot 7, Aspen, CO 81611, USA","{""location"":{""lat"":39.2090822,""lng"":-106.9450752},""viewport"":{""east"":-106.9439807697085,""north"":39.21035808029149,""south"":39.2076601197085,""west"":-106.9466787302915}}","{""Street1"":""180 Wood Rd lot 7"",""Street2"":null,""City"":""Aspen"",""State"":""CO"",""Zip"":""81611"",""Country"":""USA"",""GooglePlaceID"":""EicxODAgV29vZCBSZCBsb3QgNywgQXNwZW4sIENPIDgxNjExLCBVU0EiPBo6CjESLwoUChIJEbc0fMVHQIcRovGWnIeMr4oQtAEqFAoSCbE_LcrIR0CHEYzfXXMbszKXEgVsb3QgNw"",""CityStateString"":""Aspen, CO"",""Address_HTML"":""<span class=\""street-address\"">180 Wood Rd lot 7</span>, <span class=\""locality\"">Aspen</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">81611</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""180 Wood Rd lot 7, Aspen, CO 81611, USA"",""Address_Vicinity"":""Aspen"",""DistanceToHME"":""{\""DistanceMeters\"":1183745,\""DistanceMiles\"":735.5468701455255,\""DistanceText\"":\""736 mi\"",\""DurationDays\"":1.3709027777777778,\""DurationMinutes\"":658.0333333333333,\""DurationSeconds\"":39482,\""DurationText\"":\""10 hours 58 mins\"",\""TransitDurationText\"":\""1 day, 2 hours, 58 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.2090822,\""lng\"":-106.9450752},\""viewport\"":{\""east\"":-106.9439807697085,\""north\"":39.21035808029149,\""south\"":39.2076601197085,\""west\"":-106.9466787302915}}""}"
120801,22-048,Topeka WTP West Plant Rehab,"3245 NW Water Works Dr, Topeka, KS 66606, USA","{""location"":{""lat"":39.0700026,""lng"":-95.7159563},""viewport"":{""east"":-95.7142958697085,""north"":39.0719184302915,""south"":39.0692204697085,""west"":-95.7169938302915}}","{""Street1"":""3245 NW Water Works Dr"",""Street2"":null,""City"":""Topeka"",""State"":""KS"",""Zip"":""66606-1984"",""Country"":""USA"",""GooglePlaceID"":""ChIJx2Kl7m4Cv4cR3BZkaGzHlSA"",""CityStateString"":""Topeka, KS"",""Address_HTML"":""<span class=\""street-address\"">3245 NW Water Works Dr</span>, <span class=\""locality\"">Topeka</span>, <span class=\""region\"">KS</span> <span class=\""postal-code\"">66606-1984</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""3245 NW Water Works Dr, Topeka, KS 66606, USA"",""Address_Vicinity"":""Topeka"",""DistanceToHME"":""{\""DistanceMeters\"":11363,\""DistanceMiles\"":7.060658406551754,\""DistanceText\"":\""7.1 mi\"",\""DurationDays\"":0.0215625,\""DurationMinutes\"":10.35,\""DurationSeconds\"":621,\""DurationText\"":\""10 mins\"",\""TransitDurationText\"":\""10 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.0700026,\""lng\"":-95.7159563},\""viewport\"":{\""east\"":-95.7142958697085,\""north\"":39.0719184302915,\""south\"":39.0692204697085,\""west\"":-95.7169938302915}}""}"
120808,22-049,Snowmass Building 13B,"130 Wood Rd, Snowmass Village, CO 81615, USA","{""location"":{""lat"":39.2096217,""lng"":-106.9447607},""viewport"":{""east"":-106.9434465197085,""north"":39.2108747802915,""south"":39.2081768197085,""west"":-106.9461444802915}}","{""Street1"":""130 Wood Rd"",""Street2"":null,""City"":""Snowmass Village"",""State"":""CO"",""Zip"":""81615"",""Country"":""USA"",""GooglePlaceID"":""ChIJ6xajH8VHQIcREiHJnME5fcA"",""CityStateString"":""Snowmass Village, CO"",""Address_HTML"":""<span class=\""street-address\"">130 Wood Rd</span>, <span class=\""locality\"">Snowmass Village</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">81615</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""130 Wood Rd, Snowmass Village, CO 81615, USA"",""Address_Vicinity"":""Snowmass Village"",""DistanceToHME"":""{\""DistanceMeters\"":1182263,\""DistanceMiles\"":734.6259957498105,\""DistanceText\"":\""735 mi\"",\""DurationDays\"":1.3953472222222223,\""DurationMinutes\"":669.7666666666667,\""DurationSeconds\"":40186,\""DurationText\"":\""11 hours 10 mins\"",\""TransitDurationText\"":\""1 day, 3 hours, 12 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":39.2096217,\""lng\"":-106.9447607},\""viewport\"":{\""east\"":-106.9434465197085,\""north\"":39.2108747802915,\""south\"":39.2081768197085,\""west\"":-106.9461444802915}}""}"
120867,22-050,Sioux Falls Water Reclamation Facility,"4500 N Sycamore Ave, Sioux Falls, SD 57104, USA","{""location"":{""lat"":43.5970429,""lng"":-96.66690249999999},""viewport"":{""east"":-96.66533666970848,""north"":43.5981373302915,""south"":43.5954393697085,""west"":-96.66803463029149}}","{""Street1"":""4500 N Sycamore Ave"",""Street2"":null,""City"":""Sioux Falls"",""State"":""SD"",""Zip"":""57104-9612"",""Country"":""USA"",""GooglePlaceID"":""ChIJaxfyzVRLiYcRAYhNUOgWmQo"",""CityStateString"":""Sioux Falls, SD"",""Address_HTML"":""<span class=\""street-address\"">4500 N Sycamore Ave</span>, <span class=\""locality\"">Sioux Falls</span>, <span class=\""region\"">SD</span> <span class=\""postal-code\"">57104-9612</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""4500 N Sycamore Ave, Sioux Falls, SD 57104, USA"",""Address_Vicinity"":""Sioux Falls"",""DistanceToHME"":""{\""DistanceMeters\"":558595,\""DistanceMiles\"":347.0957038288988,\""DistanceText\"":\""347 mi\"",\""DurationDays\"":0.6685763888888889,\""DurationMinutes\"":320.9166666666667,\""DurationSeconds\"":19255,\""DurationText\"":\""5 hours 21 mins\"",\""TransitDurationText\"":\""5 hours, 22 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":43.5970429,\""lng\"":-96.66690249999999},\""viewport\"":{\""east\"":-96.66533666970848,\""north\"":43.5981373302915,\""south\"":43.5954393697085,\""west\"":-96.66803463029149}}""}"
120891,22-052,(922-228) 63rd WTF Campus Electrical and HSPS,"5605 63rd St, Boulder, CO 80301, USA","{""location"":{""lat"":40.076915,""lng"":-105.2085565},""viewport"":{""east"":-105.2070594197085,""north"":40.0782912302915,""south"":40.0755932697085,""west"":-105.2097573802915}}","{""Street1"":""5605 63rd St"",""Street2"":null,""City"":""Boulder"",""State"":""CO"",""Zip"":""80301-9202"",""Country"":""USA"",""GooglePlaceID"":""ChIJL85qPS7wa4cRFoGA8X9IZU0"",""CityStateString"":""Boulder, CO"",""Address_HTML"":""<span class=\""street-address\"">5605 63rd St</span>, <span class=\""locality\"">Boulder</span>, <span class=\""region\"">CO</span> <span class=\""postal-code\"">80301-9202</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""5605 63rd St, Boulder, CO 80301, USA"",""Address_Vicinity"":""Boulder"",""DistanceToHME"":""{\""DistanceMeters\"":907122,\""DistanceMiles\"":563.660879615246,\""DistanceText\"":\""564 mi\"",\""DurationDays\"":1.015,\""DurationMinutes\"":487.2,\""DurationSeconds\"":29232,\""DurationText\"":\""8 hours 7 mins\"",\""TransitDurationText\"":\""1 day, 5 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":40.076915,\""lng\"":-105.2085565},\""viewport\"":{\""east\"":-105.2070594197085,\""north\"":40.0782912302915,\""south\"":40.0755932697085,\""west\"":-105.2097573802915}}""}"
120896,22-054,South Canadian WWTP Expansion ST0138,"15924 S May Ave, Oklahoma City, OK 73170, USA","{""location"":{""lat"":35.30543249999999,""lng"":-97.5652604},""viewport"":{""east"":-97.56391141970849,""north"":35.3067814802915,""south"":35.3040835197085,""west"":-97.56660938029151}}","{""Street1"":""15924 S May Ave"",""Street2"":null,""City"":""Oklahoma City"",""State"":""OK"",""Zip"":""73170-8615"",""Country"":""USA"",""GooglePlaceID"":""Ei0xNTkyNCBTIE1heSBBdmUsIE9rbGFob21hIENpdHksIE9LIDczMTcwLCBVU0EiMRIvChQKEgmv1R4r3myyhxEUmVQdIr6RRRC0fCoUChIJUdifjykTsocRBqb4l0PGYZM"",""CityStateString"":""Oklahoma City, OK"",""Address_HTML"":""<span class=\""street-address\"">15924 S May Ave</span>, <span class=\""locality\"">Oklahoma City</span>, <span class=\""region\"">OK</span> <span class=\""postal-code\"">73170-8615</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""15924 S May Ave, Oklahoma City, OK 73170, USA"",""Address_Vicinity"":""Oklahoma City"",""DistanceToHME"":""{\""DistanceMeters\"":511379,\""DistanceMiles\"":317.75696869524154,\""DistanceText\"":\""318 mi\"",\""DurationDays\"":0.5789583333333332,\""DurationMinutes\"":277.9,\""DurationSeconds\"":16674,\""DurationText\"":\""4 hours 38 mins\"",\""TransitDurationText\"":\""4 hours, 39 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":35.30543249999999,\""lng\"":-97.5652604},\""viewport\"":{\""east\"":-97.56391141970849,\""north\"":35.3067814802915,\""south\"":35.3040835197085,\""west\"":-97.56660938029151}}""}"
120984,22-057,B-21 Mission Operations Planning Facility,"1940 EP Howe Drive, Ellsworth AFB, SD 57706, USA","{""location"":{""lat"":44.1326693,""lng"":-103.0745542},""viewport"":{""east"":-103.0731853197085,""north"":44.1340314802915,""south"":44.1313335197085,""west"":-103.0758832802915}}","{""Street1"":""1940 EP Howe Drive"",""Street2"":null,""City"":""Ellsworth AFB"",""State"":""SD"",""Zip"":""57706"",""Country"":""USA"",""GooglePlaceID"":""ChIJmyleXqJmfYcRERp8JS4tFR0"",""CityStateString"":""Ellsworth AFB, SD"",""Address_HTML"":""<span class=\""street-address\"">1940 EP Howe Drive</span>, <span class=\""locality\"">Ellsworth AFB</span>, <span class=\""region\"">SD</span> <span class=\""postal-code\"">57706</span>, <span class=\""country-name\"">USA</span>"",""Address_Formatted"":""1940 EP Howe Drive, Ellsworth AFB, SD 57706, USA"",""Address_Vicinity"":""1940 EP Howe Drive, Ellsworth Air Force Base"",""DistanceToHME"":""{\""DistanceMeters\"":1080434,\""DistanceMiles\"":671.3522313494973,\""DistanceText\"":\""671 mi\"",\""DurationDays\"":1.2248958333333335,\""DurationMinutes\"":587.95,\""DurationSeconds\"":35277,\""DurationText\"":\""9 hours 48 mins\"",\""TransitDurationText\"":\""1 day, 1 hour, 46 minutes\""}"",""Geometry"":""{\""location\"":{\""lat\"":44.1326693,\""lng\"":-103.0745542},\""viewport\"":{\""east\"":-103.0731853197085,\""north\"":44.1340314802915,\""south\"":44.1313335197085,\""west\"":-103.0758832802915}}""}"
